class,title,description,link
1,ネット印刷の【WAVE】｜格安・短納期！印刷通販、オリジナルグッズ作成,"「一番身近な印刷会社」それがネット印刷のWAVEです。印刷通販のパイオニアとして
培ったノウハウを活かし、高品質な印刷物を短納期、低価格でお届けいたします。
オリジナルグッズ作成やネットプリントも格安なのに納期が早い！高精細印刷だから
仕上りが ...",https://www.wave-inc.co.jp/
1,商品一覧｜ネット印刷なら激安の東京カラー印刷通販,"ネット印刷なら安心の東京産で一番安に挑戦/どこよりお安く印刷いたします！しかも、
早く、美しく。 インターネットで24時間、年中無休営業で高品質の冊子、チラシ、カタログ
、名刺、ショップカード、ポスター印刷を全国にお届けします。",https://www.tcpc.co.jp/links/product
1,コピー＆プリント・印刷加工サービスの内容と料金（価格） | コピー ...,"各商品とサービスの料金（価格）について記載しています。お客様自身でご自由にご
利用いただけるセルフサービスから、オンラインサービスまで様々なサービスを取り揃え
ております。コピー・ポスター印刷・名刺印刷・製本などのオンデマンド印刷は安心・ ...",https://www.kinkos.co.jp/service/
0,印刷博物館,"リニューアルオープンに伴う工事実施のため、地下本展示場、その他の諸室および館内
施設が休室・休業となります。ご確認の上ご来館ください。 □詳細ページアドレス・PC
サイト（日本語） https://www.printing-museum.org/close/ ・スマートフォンサイト",https://www.printing-museum.org/
0,印刷通販プリントネットのオフセット印刷商品一覧,"印刷通販プリントネットで印刷注文いただける商品一覧です。プリントネットでは、
オフセット印刷・オンデマンド印刷・同人誌向け印刷・お急ぎ便の商品カテゴリを用意して
おり、豊富な商品からお客様の目的に沿った商品をお選びいただけます。",https://odahara.jp/omitumori/
1,チラシフライヤー印刷｜ネット印刷なら激安の東京カラー印刷通販,"チラシフライヤーについてのページです。ネット印刷なら創業明治30年激安の東京
カラー印刷通販へご依頼ください。高品質のチラシ・折りパンフを24時間年中無休で
全国にお届けします。",https://www.tcpc.co.jp/price_tables/index/%E3%83%81%E3%83%A9%E3%82%B7%E3%83%95%E3%83%A9%E3%82%A4%E3%83%A4%E3%83%BC
0,無料ゲームが盛りだくさん、遊ぶゲーム - Yahoo!ゲーム,"無料ゲームから、本格的に楽しめるゲームまで100種類以上！ 人気ゲーム「ナンプレ」「
ソリティア」はもちろん、パズル、アクション、ボードなど、あらゆるジャンルのゲームが
楽しめます！",https://games.yahoo.co.jp/play/
0,無料ゲーム、オンラインゲームなら@niftyゲーム,"無料ゲーム・オンラインゲームなら「@niftyゲーム」。パズル、クイズ、脳トレ、アクション、
スポーツなど、さまざまなジャンルのゲームが満載！簡単な無料ゲームから、箱庭、
育成ゲームなど本格オンラインゲームまで登録無料で気軽に遊べます。",https://game.nifty.com/free/categories/0
0,Yahoo!ゲーム: 無料ゲーム、オンラインゲームの人気タイトル満載！,"簡単な無料ゲームから本格オンラインゲームまで200タイトル以上が揃っています。麻雀
、将棋、囲碁、上海などの定番ゲームも無料で遊べます。",https://games.yahoo.co.jp/
0,昭和ブロック - 無料のかんたんパズルゲームならYahoo!ゲーム,"80年代を思わせるレトロなパズル。下からどんどん積み上がるブロックが天井に着く前
に、同じブロックを3つ以上そろえよう。普通のマッチ3とはちょっと違ったルールで、
シンプルながらクセになるおもしろさ。",http://yahoo-jp.portal.connectedgamestore.com/game?gameId=0173-panelore
0,ゲーム,"最大1,000ポイント. Tポイントを貯めるとアイテムもらえる！ゲームを進めてTポイント
もらえる！Tカード連動型お店づくりゲーム!! Tサイトスロット. 最大10,000ポイント. T
ポイントアプリ限定のスロットゲーム♪1日1回チャレンジをして10,000ポイントをGET
できるか ...",https://tsite.jp/pc/r/index/game.pl
0,無料ゲームはプチゲーム | 誰でも遊べる人気の無料ゲームが盛りだくさん,"無料ゲームが100本以上。人気のソリティア、マインスイーパを始め、脳トレ・トランプ・
花札・パズル・タイピングなど豊富なジャンルのゲームが勢揃い。PCでもスマホでもで
すぐに遊べる無料ゲームサイトはプチゲーム。ゲームをプレイしてランキングでスコアを
競 ...",https://www.p-game.jp/
0,ゲーム｜ディズニーキッズ公式,"ディズニーキッズのゲームページです。パズルゲームやアクションゲーム、スポーツ
ゲームなど、ディズニーの人気キャラクターたちのゲームが無料で楽しめます。
ディズニーキッズ公式.",https://kids.disney.co.jp/game.html
0,ベストボウリング - Yahoo!ゲーム,ベストボウリングは無料のゲームです。気分はボウリング場.,https://minigame.aeriagames.jp/games/top/ae-tpgs-026
0,ゲームデザイン 無料ゲーム,ブラウザですぐに遊べる無料ゲーム。スマホでも遊べます！,https://www.gamedesign.jp/index_jp.html
0,gooゲーム: 無料ゲーム・無料スマホゲーム,"50タイトル以上の無料ゲームが遊べる「gooゲーム」。定番ゲームをはじめ、パズル・
アクション・クイズ・脳トレ・ボードゲームなど無料ゲームが満載！スマホでも楽しめます。",http://game.goo.ne.jp/
0,産業用装置（工作機械・半導体製造装置・ロボットなど）-メーカー（機械 ...,"産業用装置（工作機械・半導体製造装置・ロボットなど）-メーカー（機械・電気）の転職・
求人情報ページ。パーソルキャリアが運営する転職サイトのdoda（デューダ）では、大手
・優良企業を中心に豊富な求人情報を掲載中。エージェントサービスでは、キャリア ...",https://doda.jp/DodaFront/View/JobSearchList/j_ind__0201S/-preBtn__2/
1,産業用装置 | アルバック販売,"機械・金属・材料業界から電子・電機・自動車・包装業界、化学・薬品・食品業界まで
産業機器関連製造装置の提供をしています。",https://www.ulvac-es.co.jp/categories/industrial-equipment/
0,産業機械 - Wikipedia,"産業機械（さんぎょうきかい）は、機械の一種であり、化学工業、建設業などを含む産業
現場で、人にとって苦痛、困難、不可能な作業を補助、代行するもの ... 日本産業機械
工業会の定義では、鉱山機械、化学機械、環境装置、動力伝導装置、タンク、業務用
洗濯機、ボイラ・原動機、プラスチック機械、風水力機械、運搬機械、製鉄機械等の ... 
上記のように産業機械とは機械全般を指す言葉であるのでどれが産業機械かは把握
できない。",https://ja.wikipedia.org/wiki/%E7%94%A3%E6%A5%AD%E6%A9%9F%E6%A2%B0
1,産業用装置と機械 | ティムケン社,"産業用装置と機械のオペレーターは、製品を十分に活用するため、ティムケン社の
ノウハウを採用しています。",https://www.timken.com/ja/markets/%E7%94%A3%E6%A5%AD%E7%94%A8%E8%A3%85%E7%BD%AE%E6%A9%9F%E6%A2%B0/
0,産業用機械 企業ランキング 1～100位 | ランキング | イプロス製造業,"東京都／産業用機械 産業用換気装置、排煙・採光システム機器の鎌倉製作所。
お客様の【作業空間環境】を快適にします。 【業務内容】 □各種換気扇及びエアカーテン
等空気調節機器の製造□産業用換気装置の設計、製作□採光用システム機器の研究
、 ...",https://www.ipros.jp/ranking/company/businessclass/12/
1,産業用機器 | 製品・サービス | 日機装株式会社,"日機装株式会社の産業用機器分野の製品をご紹介。発電プラントから電子デバイス、
食品、製紙、医薬まで、各種の産業分野で当社の製品が活躍しています。",https://www.nikkiso.co.jp/products/industrial/
1,産業用機器・装置 | 製品情報 | 日本ガイシ株式会社,"日本ガイシの「産業用機器・装置」について紹介します。日本ガイシは社会の基盤を支え
、環境課題の解決に役立つ製品を開発、提供し続けます。",https://www.ngk.co.jp/product/industrial/index.html
1,産業用装置・部品受託生産事業の生産能力拡大に向け設備投資 ...,"2019年7月16日 ... 日新電機株式会社（本社：京都市右京区、社長：齋藤成雄）は、産業用装置・部品受託
生産事業の受注増加に対応するため、グループ会社である日新電機ベトナム有限会社（
本社：ベトナム、社長：生方寛之、以下 日新電機ベトナム）の生産 ...",http://nissin.jp/news/190716/
1,キヤノン：商品・サービス情報｜産業用機器・半導体露光装置,"キヤノンの半導体機器、産業機器のご紹介です。半導体露光装置、半導体製造装置、
FPD露光装置、マイクロマシン、光学計測機器（ZYGO）、精密光学コンポーネントなどが
ご覧いただけます。",https://cweb.canon.jp/product/semicon/
1,産業用設備 | 川崎重工業株式会社,"力」を求めるさまざまな機械に、「自動化」を求めるさまざまな装置に、信頼性・耐久性に
優れた多彩な油圧機器と、高度な制御技術をお届けしています。 もっと見る. ロボット. 
産業用ロボットに於いて50年にわたり培った経験と実績で自動化・省力化をお手伝い ...",https://www.khi.co.jp/industrial_equipment/
0,機械部品 【通販モノタロウ】,"機械部品などがお買得価格で購入できるモノタロウは取扱商品1800万点、3500円
以上のご注文で送料無料になる通販サイトです。",https://www.monotaro.com/s/c-24/
0,【アスクル】機械部品／空圧機器／電気・電子部品 通販 -当日または翌日 ...,"機械部品／空圧機器／電気・電子部品の通販ならアスクル。人気おすすめ品・売れ筋
ランキングをご紹介。製造業など現場で必要な商品をサイズ/カラー/メーカーなど豊富な
種類で取り揃え！最短当日または翌日お届け。【1000円以上で送料無料】【カード決済
 ...",https://www.askul.co.jp/e/22/
0,機械部品とは？｜機械加工+溶接.com,"このように、機械や装置の設計上の性能を左右する機械部品ですが、性能と同時に
機械・装置の『コスト』という面でも大きなインパクトを持ちます。特に、殆どが鉄や
ステンレスなどの金属で設計・製作される機械のコストは、これらひとつひとつの機械
部品を ...",http://www.kikaikakoubuhin.com/knowledge/p01
1,機械部品 | 製品を探す | イプロス製造業,"イプロスは製造業エンジニア向け製品・技術情報サイトです。機械部品の製品・技術
などの生産財を豊富に揃えています。",https://www.ipros.jp/product/category/1/2/
1,日本機械部品株式会社 | 産業機器・伝導機器・工場用品・付帯工事,"私たちは、産業界の潤滑油として、日々お客様の問題解決. 35th ANNIVERSARY 日本
機械部品株式会社は、2018年（平成30年）. 日本機械部品のあゆみ. 日本機械部品
株式会社は、各種工場やプラントのお客様を中心に、 そのニーズに沿った、最適な物資
・ ...",http://www.jmpnet.co.jp/
0,機械部品の一覧ホームセンター通販のカインズ,"機械部品の一覧オリジナル商品を開発中！ホームセンターカインズの公式通販・
オンラインショップです。5000円以上のお買い上げで送料無料。アイデア商品満載の
豊富な品揃え。",http://www.cainz.com/shop/c/c7215/
1,会社概要 | 日本機械部品株式会社,"社名: 日本機械部品株式会社. 所在地: 〒518-0809 三重県伊賀市西明寺848-6. 電話
番号: 0595-21-1496(代). ＦＡＸ: 0595-23-5444. 会社設立: 1983(昭和58)年11月18
日. 代表取締役: 野口 徹. 資本金: 1000万円. 従業員数: 10名(2019年1月現在).",http://www.jmpnet.co.jp/company/information.html
0,機械部品一覧 【AXEL】 アズワン,"アズワンのAXEL（アクセル）機械部品のコーナーです。AXELは研究開発、医療介護、
生産現場、食品衛生など幅広い分野に300万点以上の品揃えでお応えする商品サイト。
3000円以上ご注文で送料無料。",https://axel.as-1.co.jp/asone/s/MB0100000/
1,機械部品加工 | 部品加工 | 省力機械の製作・改造,"機械部品加工のページです。省力機械の製作・改造、ユニット品作成は株式会社角田へ
お任せください。",http://www.k-tsunoda.co.jp/parts_processing/
1,4.機械部品 | 株式会社 ニッセイ,"空圧機器; 油圧機器. オイルシール. ホース／チューブ. ベアリング. ベルト; 圧力計; 
ボルト; ナット; 電気部品; その他. オイルシール. オイルシール. 各種オイルシール. 外寸
90mm以下. ページトップ. ベアリング. ベアリング. 各種ベアリング. 小・中径ベアリング.",https://www.nissei-gtr.co.jp/corporate/procurement/4_parts/
0,家電製品の最新ニュースや便利な使い方を紹介 -家電Watch,"日本で唯一の白物家電専門ニュースサイト。家電の新製品情報やレビューを毎日配信。
国内外の各種イベントレポートも充実。人気ライター陣の連載コラムも満載.",https://kaden.watch.impress.co.jp/
0,家電,"家電の通販ならヨドバシカメラの公式サイト「ヨドバシ.com」で！リビング･衣類家電や
キッチン家電など人気の商品を多数取り揃えています。ご購入でゴールドポイント取得
！今なら日本全国へ全品配達料金無料、即日・翌日お届け実施中。",https://www.yodobashi.com/category/6353/
0,【価格.com】家電 | 通販・価格比較・製品情報,"家電を買うなら、まずは価格.com家電をチェック！ 全国の通販サイトの販売価格情報
をはじめ、スペック検索、クチコミ情報、ランキングなど、さまざまな視点から商品を比較・
検討できます！",https://kakaku.com/kaden/
0,家電 通販 | Amazon,"家電を通販で買うなら、Amazon.co.jp。キッチン家電、生活家電、理美容・健康家電、
季節家電など、人気の売れ筋商品から話題の新商品、お買い得商品まで豊富なライン
アップ。メーカーやサイズ、機能、価格、カスタマーレビューなどさまざまな視点で商品を
 ...",https://www.amazon.co.jp/%E7%94%9F%E6%B4%BB%E5%AE%B6%E9%9B%BB/b?ie=UTF8&node=124048011
0,【楽天市場】家電 |インターネット通販・オンラインショッピング,"4 日前 ... 家電の通販なら楽天市場。人気の生活家電・キッチン家電・美容健康家電・季節家電
などが大集合！掃除機・洗濯機・冷蔵庫・炊飯器・空気清浄機・エアコン・加湿器・ミシン
・マッサージ器・脱毛器など豊富に取り揃え。最新商品やランキングも ...",https://www.rakuten.co.jp/category/appliance/
0,家電・照明 通販 | ビックカメラ.com,"家電・照明のネットショッピングはビックカメラ公式通販サイトがお得！エアコン・窓用
エアコン,扇風機・サーキュレーター,除湿機・乾燥機など人気の商品が勢揃い。最新
アイテムから特価品まで取り揃え！お店で貯めたポイントも使えます！",https://www.biccamera.com/bc/category/001/150/
0,家電の通販  アイリスプラザ  アイリスオーヤマ公式通販サイト,"アイリスオーヤマの公式通販サイト【アイリスプラザ】の家電一覧ページです。お客様の
ライフスタイルに合わせた各種家電を多数ご紹介しております！標準順1ページ目6195.",https://www.irisplaza.co.jp/index.php?KB=KAISO&CID=6195
0,家電・照明 通販 | 無印良品,"シンプルに美しく暮らす家電・照明の通販なら無印良品 公式ネットストア。機能もかたち
も無駄がなく、必要な役割をきちんと満たしたデザインです。キッチンやリビングなどの
インテリアに合わせやすい商品ラインナップをご紹介します。",https://www.muji.net/store/cmdty/section/T20013
0,生活家電｜[通販]ケーズデンキ,生活家電：家電の通販（販売）なら新製品が安いケーズデンキへ！,https://www.ksdenki.com/shop/r/r01/
0,家電・照明器具通販 | ニトリネット【公式】 家具・インテリア通販,"こちらはニトリの公式通販ニトリネット、家電・照明器具の商品一覧です。人気の家電・
照明器具を多数ご紹介。店舗共通ニトリメンバーズカードでポイント獲得。",https://www.nitori-net.jp/ec/cat/Appliance/
0,電子部品 - Wikipedia,"電子部品（でんしぶひん、英: electronic component）とは、電子回路の部品のことで
ある。 目次. 1 概説; 2 分類法; 3 具体的な電子部品の例. 3.1 素子. 3.1.1 能動素子; 3.1
.2 受動素子. 3.2 その他. 4 規格. 4.1 チップ部品. 5 需要; 6 脚注; 7 参考図書; 8 関連 ...",https://ja.wikipedia.org/wiki/%E9%9B%BB%E5%AD%90%E9%83%A8%E5%93%81
0,秋月電子通商 トップページ - 電子部品・半導体 【通販・販売】,株式会社秋月電子通商（電子部品の通販、販売）のページです.,http://akizukidenshi.com/catalog/
1,マルツオンライン: 電子部品・半導体パーツの通販 販売,"電子部品、半導体など取扱いメーカー2400社以上。圧倒の型番数より瞬間検索、全品1
個から購入可能、18:00までのご注文を翌日お届け、3000円以上購入で送料無料。
回路設計、試作基板の設計製造、ケース製造など法人様向けのエンジニアリング・ ...",https://www.marutsu.co.jp/
1,RSオンライン｜電子部品・半導体の通販/販売サイト,"アールエスコンポーネンツ株式会社の通販サイト。「18:00までのご注文」は「部品1つ」
から日本全国「翌日お届け」。電子部品、半導体、LED、ケーブル、コネクタ、スイッチ、
抵抗、コンデンサ、計測器、工具ほか豊富な品ぞろえ。",https://jp.rs-online.com/web/
0,"【共立エレショップ】eleshop.jp：電子部品,半導体,キットの通販","共立エレショップでは半導体、センサ、電子部品から電子工作キット、パソコン周辺機器
に至るまで、エレクトロニクスに関する商品を幅広く提供しています。",https://eleshop.jp/shop/default.aspx
1,電子部品 | 製品・サービス | オムロン,"シグナルリレー、プリント基板用パワーリレー、SSRなど、さまざまな容量・用途に対応し
ています。 シグナルリレー · MOS FETリレー · パワーリレー · 一般リレー · DCパワー
リレー · ソリッドステート・リレー · 車載用リレー ...",https://www.omron.co.jp/products/elec.html
1,電子部品のはたらき | エレきっず学園 | 村田製作所,"株式会社村田製作所の「エレきっず学園」のまなぼう、つくろう「電子部品のはたらき 」を
ご紹介します。",https://www.murata.com/ja-jp/campaign/ads/japan/elekids/compo
0,商品カテゴリ一覧｜電子部品・半導体の通販サイト - チップワンストップ,"商品カテゴリ,電子部品・半導体の通販サイト、チップワンストップは早く・少量から・一括
で検索、見積、購入ができる国内最大級のオンラインショップ。試作、開発、保守、緊急
調達に国内外優良トップメーカーの即納在庫販売と豊富な商品データベースでお応えし
 ...",https://www.chip1stop.com/category
1,Mouser Electronics 日本 - 電子部品の販売会社,"膨大なセレクションの在庫を有する電子コンポーネントの販売業者で、最低発注数に
関係なく同日出荷が可能です。新しい電子部品が毎日入荷しています。",https://www.mouser.jp/
0,チップワンストップ - 電子部品・半導体の通販サイト,"電子部品・半導体の通販・販売サイト、チップワンストップは早く・少量から・一括で検索
、見積、購入ができる国内最大級のオンラインショップ。試作、開発、保守、緊急調達に
国内外優良トップメーカーの即納在庫販売と豊富な電子部品・半導体のデータベースで
 ...",https://www.chip1stop.com/
0,半導体 - Wikipedia,"半導体（はんどうたい、英: semiconductor）とは、電気伝導性の良い金属などの導体（
良導体）と電気抵抗率の大きい絶縁体(不導体)の中間的な抵抗率をもつ物質を言う（
抵抗率だけで半導体を論じるとそれは抵抗器と同じ特性しか持ち合わせない）。代表的
な ...",https://ja.wikipedia.org/wiki/%E5%8D%8A%E5%B0%8E%E4%BD%93
1,半導体とは ：半導体の部屋：日立ハイテクノロジーズ,"半導体とは、電気を通す「導体」と、電気を通さない「絶縁体」の中間の性質を備えた物質
です。この章では、半導体に元も多く使われている素材であるシリコンや、半導体の歴史
、IC（集積回路）について説明します。",https://www.hitachi-hightech.com/jp/products/device/semiconductor/about.html
0,通期も首位奪還の見込み：2019年上半期半導体企業ランキング、Intelが ...,"2 日前 ... 米国の市場調査会社IC Insightsは2019年8月20日（米国時間）、2019年上半期の
半導体企業売上高トップ15を発表した。IntelがSamsung Electronics（以下、Samsung
）を抑えてトップに返り咲いた。IC Insightsは、2019年通期売上高 ...",https://eetimes.jp/ee/articles/1908/27/news033.html
1,2. 暮らしの中の半導体 ：半導体の部屋：日立ハイテクノロジーズ,"半導体は、暮らしの中でどのように利用されているのでしょうか。半導体自体は電化
製品のように店頭で販売されていないので、分かりにくいかも知れません。しかし、実際
には多くの電化製品、あるいは交通や通信などの社会インフラに半導体が利用されて
おり、 ...",https://www.hitachi-hightech.com/jp/products/device/semiconductor/life.html
0,半導体(はんどうたい)とは何？ Weblio辞書,"「半導体」の意味は電気抵抗の値が金属と絶縁体との中間である固体物質の総称の
こと。Weblio辞書では「半導体」の意味や使い方、用例、類似表現などを解説しています
。",https://www.weblio.jp/content/%E5%8D%8A%E5%B0%8E%E4%BD%93
0,サムスン電子、インテルに半導体「世界1位」明け渡す（中央日報日本語版 ...,"2019年8月22日 ... 今年上半期、半導体業界「ビッグ３」のサムスン電子、ＳＫハイニックス、米マイクロンの
売上高が３０％以上減少したことが分かった。半面、システム半導体が主力の米
インテルと台湾ＴＳＭＣの売上減少率は１０％未満にとどまり、相対的に善戦 ...",https://headlines.yahoo.co.jp/hl?a=20190822-00000019-cnippou-kr
0,半導体(ハンドウタイ)とは - コトバンク,"ASCII.jpデジタル用語辞典 - 半導体の用語解説 - 電気を通さない絶縁体と電気を通し
やすい導電体の、中間的な物質。トランジスター、ICやLSIなどの集積回路、発光
ダイオートなどに使われている。これらの部品自体を指すこともある。温度や光、磁気
といった ...",https://kotobank.jp/word/%E5%8D%8A%E5%B0%8E%E4%BD%93-7549
0,半導体 秋月電子通商-電子部品・ネット通販,"電子部品,通販,販売,半導体,IC,マイコン,電子工作半導体秋月電子通商 電子部品通信
販売.",http://akizukidenshi.com/catalog/c/csemi/
0,#半導体 hashtag on Twitter,"On Aug 21 @nikkeibpITpro tweeted: ""世界中の半導体関連企業が“漁夫の利”を狙う
、その代表は中国企業 #半導体 #韓国.."" - read what others are saying and join the 
conversation.",https://twitter.com/hashtag/%E5%8D%8A%E5%B0%8E%E4%BD%93
1,半導体,"HORIBAは半導体製造プロセスをはじめとする様々な製造プロセス向けの制御・分析・
計測ソリューションを提案しています。",http://www.horiba.com/jp/semiconductor/
0,計測機器の一覧 - Wikipedia,"計測機器の一覧（けいそくききのいちらん）は科学者がそれぞれの物理量に対して用いる
測定機器のリストである。 測定（計測）とは「実在の状態や物体を物理量で表す」行為で
ある。基準となる物体を確立することで単位が決められ、この単位に従って測定結果は
 ...",https://ja.wikipedia.org/wiki/%E8%A8%88%E6%B8%AC%E6%A9%9F%E5%99%A8%E3%81%AE%E4%B8%80%E8%A6%A7
1,計測機器 | 横河計測株式会社,"計測機器. 横河は、100年にわたって様々な測定ソリューションを、研究・開発・製造分野
に提供してまいりました。その歴史の中で、お客様の製品や技術を最適な解に追い込む
ための正確で精密な物差しとして、幅広い製品をラインアップしております。",https://www.yokogawa.co.jp/solutions/products-platforms/test-measurement/
0,【アスクル】計測機器 通販 -当日または翌日お届け！ASKUL（公式）,"計測機器の通販ならアスクル。人気おすすめ品・売れ筋ランキングをご紹介。製造業
など現場で必要な商品をサイズ/カラー/メーカーなど豊富な種類で取り揃え！最短当日
または翌日お届け。【1000円以上で送料無料】【カード決済可】【返品OK】-法人も個人
事業 ...",https://www.askul.co.jp/e/26/
1,計測機器（分析計、流量計、温調計、発信器）｜富士電機,"環境計測器からプラント用計測制御機器を紹介。富士電機の計測機器はコンパクト性、
省電力性、耐久性にすぐれています。",https://www.fujielectric.co.jp/products/instruments/
0,測定工具・計測機器の選定・通販 | MISUMI-VONA【ミスミ】,"測定工具・計測機器の選定・通販ページ。ミスミ他、国内外3324メーカー、2070万点
以上の商品を1個から送料無料で配送。豊富なCADデータ提供。測定工具・計測機器を
始め、FA・金型部品、工具・工場消耗品の通販ならMISUMI-VONA。",https://jp.misumi-ec.com/vona2/fs_processing/T0300000000/
1,電子計測器・分析機器・受託校正｜研究開発は九州計測器株式会社,"計測器・分析機器の九州計測器株式会社が運営する公式ウェブサイト。こちらでは、
計測器・検査装置の受託開発、製造販売、受託校正などを主業務とする当社のサービス
情報、企業情報、採用情報などをご案内します。",https://www.qk-net.co.jp/
1,計測機器 | コニカミノルタ,"コニカミノルタの計測機器のラインナップをご紹介いたします。“光を測る/光で測る”技術
をベースに、さまざまな産業分野で求められている各種計測機器の最新情報から
イベント、サポート情報がご覧になれます。",https://www.konicaminolta.jp/instruments/index.html
1,株式会社 ミツトヨ ： 精密測定機器の総合メーカー,"精密測定機器の総合メーカ「ミツトヨ」、世界で活躍する精密測定機器の商品情報や
技術情報、イベント・キャンペーン、会社情報、採用情報をご紹介いたします。",https://www.mitutoyo.co.jp/
1,"オシロスコープ、テスタの事なら計測器ランド, 東洋計測器：新品・中古 ...","オシロスコープ、テスタの事なら計測器ランド : - 周波数･時間測定器,電波測定器・EMI
測定器,光測定器,スペクトラムアナライザ,デジタルオシロスコープ,FFTアナライザ,
オシロスコープ,ロジック開発機器,回路素子･磁性体測定器,環境計測機器,アナログ通信
用 ...",http://www.keisokuki-land.co.jp/
0,計測機器 通販 | Amazon,"Amazon.co.jp 公式サイトでは、計測機器ほかさまざまジャンルの業務用品・法人向け
用品を取りそろえています。計測機器をぜひアマゾンでご覧ください。",https://www.amazon.co.jp/%E7%A0%94%E7%A9%B6%E9%96%8B%E7%99%BA%E7%94%A8%E5%93%81-%E8%A8%88%E6%B8%AC%E6%A9%9F%E5%99%A8/b?ie=UTF8&node=3152542051
0,自動車 - Wikipedia,"自動車（じどうしゃ、英: car, automobile）とは、原動機の動力によって車輪を回転させ、
軌条や架線を用いずに路上を走る車のこと。 目次. 1 概要; 2 歴史. 2.1 蒸気自動車; 2.2 
ガソリン自動車; 2.3 初期の自動車レースとガソリン車の優位性の証明; 2.4 個人所有 ...",https://ja.wikipedia.org/wiki/%E8%87%AA%E5%8B%95%E8%BB%8A
0,価格.com 自動車｜新車情報・自動車カタログ・クチコミ・レビュー,"自動車を買うなら、まずは価格.comをチェック！ クチコミ掲示板とユーザーレビューは
読み切れない程の投稿数。更に専門家による試乗レビューを追加！リニューアルした
自動車カタログは国内最大級の情報量！お得な自動車情報を提供する「価格.com
自動車」",https://kakaku.com/kuruma/
0,自動車 | レスポンス（Response.jp）,"自動車業界に張り巡らされたニュースネットワーク。新型車やモーターショーの速報や
試乗記。電気自動車（EV）やプラグインハイブリッドなどエコカーの最新情報や分析
コラムなど。毎日約120回更新。“いま”のクルマにレスポンス！",https://response.jp/category/car/
0,MSN 自動車,"MSN 自動車では、国内・海外から集まる注目の自動車情報をご覧いただけます。高級
車、輸入車、プレミアムカー、モーターショー、モータースポーツなどの話題やニュースを
掲載しています。",https://www.msn.com/ja-jp/autos/
0,carview!: 自動車情報サイト【新車・中古車】,"日本最大級のクルマ・バイクの情報サイト「carview!（カービュー）」。最新グレードから
過去モデルまで見れる自動車カタログ、毎日更新される中古車検索などの情報が充実。
自動車・バイクの情報は「carview!」で。",https://carview.yahoo.co.jp/
1,トヨタ自動車WEBサイト,"トヨタブランドの新型車を始めとした詳細情報、試乗車検索／店舗検索／見積り
シミュレーション／カタログ請求などの各種インターネットサービスを提供するトヨタ
自動車の公式サイトです。",https://toyota.jp/
0,自動車ニュース - webCG,"国内海外問わずにお届けする自動車ニュース。ニューモデルやモデルチェンジ情報、
イベントの様子、オートショーでの発表、カーナビ＆オーディオ、モータースポーツの開催
予定や結果など自動車にまつわる情報を総合的にお届けします。",https://www.webcg.net/list/article?category=WEBCG-news
0,軽自動車の中古車 | 中古車なら【カーセンサーnet】,"軽自動車の中古車に関する情報が満載。軽自動車の中古車検索や中古車販売などの
中古車情報なら「カーセンサーnet」！リクルートが運営する中古車情報のサイトです。軽
自動車の中古車が様々な条件で検索可能。あなたの車選びをサポートします。",https://www.carsensor.net/usedcar/spK/index.html
1,ご契約者ページ（自動車保険）｜自動車保険はソニー損保,"【ソニー損保公式】自動車保険のご契約者ページ。事故時の電話番号や、契約の更新、
契約内容の確認・変更など、各種手続やご利用いただけるサービスについてご案内し
ます。",https://www.sonysonpo.co.jp/share/mypage/pep00020/pep00020.html
1,日産自動車ホームページ,日産自動車株式会社 オフィシャルWEBサイト「羅針盤」,http://www.nissan.co.jp/
0,自動車パーツ・自動車部品・カー用品の通販・仕入ならカスタムジャパン,"自動車部品・カーパーツ・トラック用品などがお得に仕入れできる通販サイト。車検用品
やバッテリー、パーツクリーナが安い！",https://www.customjapan.net/shop/c/c30/
0,一般社団法人 日本自動車部品工業会,"... 2019/07/18 お知らせ 「第７回 BIKE LOVE FORUM inやまなし」 開催のご案内; 
2019/07/18 お知らせ EPA原産性調査 フォーマット類と運用マニュアル（第三者証明用
）; 2019/07/01 会員限定 2018年度「自動車部品出荷動向調査」へのご協力のお願い.",https://www.japia.or.jp/
0,自動車部品の一覧 - Wikipedia,"自動車部品の一覧（じどうしゃぶひんのいちらん、英語: List of automobile parts）は
自動車部品の一覧で、主に内燃機関を使用する車両の製造に使われる自動車部品の
リストである。 自動車業界およびその関連の保険などの一般用語については、. 「自動車
 ...",https://ja.wikipedia.org/wiki/%E8%87%AA%E5%8B%95%E8%BB%8A%E9%83%A8%E5%93%81%E3%81%AE%E4%B8%80%E8%A6%A7
0,日本自動車部品協会 JAPA,"9.22 9、10月は「自動車点検整備推進運動」の強化月間です！ 2017. 8.29 統計資料
および機関誌に関するお知らせ. 2017. 7.27 JAPA ... 2017. 5.25 JAPA NEWS 5月号. 
2017. 4.27 第2回自動車補修部品ビジネスフォーラム. 2017. 4.27 第15回国際オート ...",http://www.japa.gr.jp/
0,自動車補修部品 【通販モノタロウ】,"自動車補修部品などがお買得価格で購入できるモノタロウは取扱商品1800万点、
3500円以上のご注文で送料無料になる通販サイトです。",https://www.monotaro.com/s/c-73517/
